age,brand,buildable,category,color,condition,description,energy_grade,fees_included,first_posted,floors,ghg_grade,icon,images,indoor_area,last_updated,latitude,leverage_rating,location,longitude,make,model,outdoor_area,postal_code,price,price_new,price_per_square_meter,reposting_count,rooms,starting_price,summary,time_to_work,title,url,user_rating,value_rating,vendor
23,,,Appartement,,,"appartement en duplex, au calme, avec jardin, garage et terrasse, proche de gerbeviller, chauffage central. aire de jeux a proximite. libre de suite",,,2020-06-25T16:53:00,,,veterinary,"https://img3.leboncoin.fr/ad-large/cda10ec52def4d5e10ac65ffdd996f0bb073dfb7.jpg, https://img0.leboncoin.fr/ad-large/5a95513e254056820449fd7d1b068b182a540b3e.jpg, https://img7.leboncoin.fr/ad-large/764f1f8a8e3df43a669c992f28c8c6f10d2a2ee0.jpg, https://img3.leboncoin.fr/ad-large/cda10ec52def4d5e10ac65ffdd996f0bb073dfb7.jpg, https://img0.leboncoin.fr/ad-large/5a95513e254056820449fd7d1b068b182a540b3e.jpg, https://img7.leboncoin.fr/ad-large/764f1f8a8e3df43a669c992f28c8c6f10d2a2ee0.jpg, https://img3.leboncoin.fr/ad-large/cda10ec52def4d5e10ac65ffdd996f0bb073dfb7.jpg",130,2020-06-25T16:53:00,48.4245,5,essey-la-cote,6.4682,,,,54830,550,,4.23076923076923,0,5,550,"price: <i >550</i> €<br />indoor area: <i >130</i> m²<br />outdoor area: <i >130</i> m²<br />rooms: <i >5</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1804989504.htm/"">leboncoin.fr</a> <br />",,appartement en duplex a essey-la-cote,https://www.leboncoin.fr/locations/1804989504.htm/,,5,https://www.leboncoin.fr/profil/5575481f-266a-490a-94cd-d525a087ece9/offres
23,,,Appartement,,,"herimenil 3 kms de luneville tbeg loue f4 duplex de 85 m2 cellier et jardin (100m2) privatifs chauffage gaz individuel cuisine avec elements et placards calme, ensoleille loyer 520 € + charges 50 € tel 07 63 09 23 63",c,,2020-06-25T18:13:00,,c,veterinary,"https://img7.leboncoin.fr/ad-large/e4b7e51fa04691eb51e76136f4653c876677e224.jpg, https://img0.leboncoin.fr/ad-large/dc12268fafe322c38d78ecf865c5357bf7f1f2f8.jpg, https://img6.leboncoin.fr/ad-large/09092bc8aff50f1f6644ac7a28fc8fb5f2863465.jpg, https://img7.leboncoin.fr/ad-large/e4b7e51fa04691eb51e76136f4653c876677e224.jpg, https://img0.leboncoin.fr/ad-large/dc12268fafe322c38d78ecf865c5357bf7f1f2f8.jpg, https://img6.leboncoin.fr/ad-large/09092bc8aff50f1f6644ac7a28fc8fb5f2863465.jpg, https://img7.leboncoin.fr/ad-large/e4b7e51fa04691eb51e76136f4653c876677e224.jpg",85,2020-06-25T18:13:00,48.5667028,5,herimenil,6.4991575,,,,54300,570,,6.70588235294118,0,4,570,"price: <i >570</i> €<br />indoor area: <i >85</i> m²<br />outdoor area: <i >85</i> m²<br />rooms: <i >4</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1805031538.htm/"">leboncoin.fr</a> <br />",,herimenil f4,https://www.leboncoin.fr/locations/1805031538.htm/,,5,https://www.leboncoin.fr/profil/d085838f-581c-4981-a771-470d760f97a5/offres
23,,,Appartement,,,"briey a louer f2 libre de suite avec jardin ref l 746 proche plan d'eau a voir joli f2 de 50m2+/-. appartement avec jardin, piece a vivre avec coin cuis equipee meublee en partie et equipee, chambre, salle d'eau. loyer 525 eur 610 eur avec charges 85eur de charges pour : nettoyage de la residence interieur-exterieur, eau froide,electricite commun, frais entretien ascenseur, cable television, entretien chaudiere gaz 24/ sur 24. honoraires agence 400eur dpe d ges e reference annonce : l_746_ honoraires a la charge du locataire : 400 € ttc dont 150 € pour l'etat des lieux depot de garantie : 525 € montant des charges : 85 € / mois",d,,2020-06-25T19:39:00,,e,veterinary,"https://img2.leboncoin.fr/ad-large/d9e845781e38fb852f595a4ec9a1fb1346026520.jpg, https://img2.leboncoin.fr/ad-large/c6ad4f7110acbaca8102e8ea2c20263d91cad242.jpg, https://img4.leboncoin.fr/ad-large/973ebba087ae5d1148cacffea867dd5435fdcea4.jpg, https://img3.leboncoin.fr/ad-large/6c9309bda63600f447063701db15d421aece3ab8.jpg, https://img7.leboncoin.fr/ad-large/f7d159870a0ce4c89551f2a88ffbb8ff024f93a7.jpg, https://img1.leboncoin.fr/ad-large/52167e2d71467bade37cf0b4e8ed02cba7bb21d4.jpg, https://img6.leboncoin.fr/ad-large/461b83668a4a89101271d6cde39b35e4de9df623.jpg, https://img2.leboncoin.fr/ad-large/d9e845781e38fb852f595a4ec9a1fb1346026520.jpg, https://img2.leboncoin.fr/ad-large/c6ad4f7110acbaca8102e8ea2c20263d91cad242.jpg, https://img4.leboncoin.fr/ad-large/973ebba087ae5d1148cacffea867dd5435fdcea4.jpg, https://img3.leboncoin.fr/ad-large/6c9309bda63600f447063701db15d421aece3ab8.jpg, https://img7.leboncoin.fr/ad-large/f7d159870a0ce4c89551f2a88ffbb8ff024f93a7.jpg, https://img1.leboncoin.fr/ad-large/52167e2d71467bade37cf0b4e8ed02cba7bb21d4.jpg, https://img6.leboncoin.fr/ad-large/461b83668a4a89101271d6cde39b35e4de9df623.jpg, https://img2.leboncoin.fr/ad-large/d9e845781e38fb852f595a4ec9a1fb1346026520.jpg",50,2020-06-25T19:39:00,49.2583938,5,briey,5.96607933875943,,,,54150,610,,12.2,0,2,610,"price: <i >610</i> €<br />indoor area: <i >50</i> m²<br />outdoor area: <i >50</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1760554860.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 50 m2,https://www.leboncoin.fr/locations/1760554860.htm/,,5,https://www.leboncoin.fr/
23,,,Appartement,,,"jarville malgrange bel appartement 3 pieces 70 m2 en residence avec garage proximite nancy - jarville - ligne 2 du tram. dans residence recente et securisee moderne avec ascenseur , appartement 3 pieces en tres bon etat renove comprenant une entree avec grand placard de rangement, une vaste cuisine independante neuve toute equipee (hotte, four, plaques,mobilier) , un cellier spacieux, deux chambres avec parquet au calme donnant sur jardin, un salon lumineux avec parquet , une salle de bains entierement carrelee avec baignoire, wc separes, un dressing.. un garage prive ferme . . disponible le 25 juillet 2020 reference annonce : e1mlvj honoraires a la charge du locataire : 637 € ttc dont 77 € pour l'etat des lieux depot de garantie : 567 € montant des charges : 70 € / mois",c,,2020-06-26T07:18:00,,d,veterinary,"https://img3.leboncoin.fr/ad-large/ff1215f731207d36357744997ea29296b39da88d.jpg, https://img3.leboncoin.fr/ad-large/2b4b3d171f92f81cc54e011ca153c7494cce487a.jpg, https://img1.leboncoin.fr/ad-large/7f3846cf5837f33d3ed7f21a5ec9149eae5315f1.jpg, https://img6.leboncoin.fr/ad-large/e2424e800db4bb511dd395040a583631ad1d9cac.jpg, https://img5.leboncoin.fr/ad-large/b227d527e15e3b297d4706202534baffa96ff6a4.jpg, https://img4.leboncoin.fr/ad-large/04cda1d913d8fc4b03c0369c8d0c5d706d8553e9.jpg, https://img3.leboncoin.fr/ad-large/ff1215f731207d36357744997ea29296b39da88d.jpg, https://img3.leboncoin.fr/ad-large/2b4b3d171f92f81cc54e011ca153c7494cce487a.jpg, https://img1.leboncoin.fr/ad-large/7f3846cf5837f33d3ed7f21a5ec9149eae5315f1.jpg, https://img6.leboncoin.fr/ad-large/e2424e800db4bb511dd395040a583631ad1d9cac.jpg, https://img5.leboncoin.fr/ad-large/b227d527e15e3b297d4706202534baffa96ff6a4.jpg, https://img4.leboncoin.fr/ad-large/04cda1d913d8fc4b03c0369c8d0c5d706d8553e9.jpg, https://img3.leboncoin.fr/ad-large/ff1215f731207d36357744997ea29296b39da88d.jpg",70,2020-06-26T07:18:00,48.6937223,5,nancy,6.1834097,,,,54000,637,,9.1,0,3,637,"price: <i >637</i> €<br />indoor area: <i >70</i> m²<br />outdoor area: <i >70</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1805215073.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 70 m2,https://www.leboncoin.fr/locations/1805215073.htm/,,5,https://www.leboncoin.fr/
13,,,Appartement,,,"villers les nancy 3 pieces 52,56 m2 proche des facultes dans une petite copropriete bien entretenue appartement renove avec balcon, cave et jardin entree, cuisine, sejour, deux chambres, salle de bains, wc. assurance multirisques privilege *: 15.22 € / mois *services facultatifs, voir conditions en agences reference annonce : 1621456 honoraires a la charge du locataire : 578 € ttc dont 157 € pour l'etat des lieux depot de garantie : 510 € montant des charges : 30 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",f,,2020-07-06T11:26:00,,g,veterinary,"https://img2.leboncoin.fr/ad-large/a28649726f487ea7b7b00a5b212586beba71af1d.jpg, https://img7.leboncoin.fr/ad-large/963f5ea7af9e5fcef8cbce16cdb84d9a5bc1988e.jpg, https://img2.leboncoin.fr/ad-large/71a50e0d0d4c78bbb5e42c867ab5b85826db07de.jpg, https://img7.leboncoin.fr/ad-large/57bb200cb65fadf02d02b3401c55492fc702f90c.jpg, https://img7.leboncoin.fr/ad-large/efefde8e6ef829fd3e956de6647140ecac0f0d6a.jpg, https://img3.leboncoin.fr/ad-large/f37c5d8078d4570ba947b3918cedbfcd2cd059a6.jpg, https://img7.leboncoin.fr/ad-large/0dbb3a058782e814825211bfec7922f24e8b4001.jpg, https://img2.leboncoin.fr/ad-large/a28649726f487ea7b7b00a5b212586beba71af1d.jpg, https://img7.leboncoin.fr/ad-large/963f5ea7af9e5fcef8cbce16cdb84d9a5bc1988e.jpg, https://img2.leboncoin.fr/ad-large/71a50e0d0d4c78bbb5e42c867ab5b85826db07de.jpg, https://img7.leboncoin.fr/ad-large/57bb200cb65fadf02d02b3401c55492fc702f90c.jpg, https://img7.leboncoin.fr/ad-large/efefde8e6ef829fd3e956de6647140ecac0f0d6a.jpg, https://img3.leboncoin.fr/ad-large/f37c5d8078d4570ba947b3918cedbfcd2cd059a6.jpg, https://img7.leboncoin.fr/ad-large/0dbb3a058782e814825211bfec7922f24e8b4001.jpg, https://img2.leboncoin.fr/ad-large/a28649726f487ea7b7b00a5b212586beba71af1d.jpg",52,2020-07-06T11:26:00,48.6731344,5,villers-les-nancy,6.1536378,,,,54600,540,,10.3846153846154,0,3,540,"price: <i >540</i> €<br />indoor area: <i >52</i> m²<br />outdoor area: <i >52</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >f</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1766390359.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 52 m2,https://www.leboncoin.fr/locations/1766390359.htm/,,5,https://www.leboncoin.fr/
12,,,Appartement,,,"appartement t2 bis - t3 nancy faubourg des iii maisons dans petit immeuble calme, profitez d'un spacieux t2 bis - t3 compose d'une entree distribuant un double salon sejour avec parquet, cheminee, alcove, moulures, cheminee decorative, une chambre au calme cote jardin, un cuisine agencee, une salle de bains avec douche et wc. proche de toutes les commodites, cet appartement au charme incontestable saura vous ravir. enfin, vous pourrez beneficier d'une cave privee. chauffage individuel au gaz. disponible de suite reference annonce : 1113 honoraires a la charge du locataire : 520 € ttc dont 141 € pour l'etat des lieux depot de garantie : 520 € montant des charges : 30 € / mois",,,2020-07-07T14:49:00,,,veterinary,"https://img0.leboncoin.fr/ad-large/ca2aad9b1c5c6ae98f10ab727a37f20d203938b0.jpg, https://img2.leboncoin.fr/ad-large/db799ad1398ab02fdea3e3c2679a07b485b196cc.jpg, https://img5.leboncoin.fr/ad-large/539ff2cf6d698b1f5cea871468e7f27c6fd21efc.jpg, https://img7.leboncoin.fr/ad-large/8aa92f25abb2ecb221c8b68567f5056e8069a8dc.jpg, https://img1.leboncoin.fr/ad-large/86f2647aa1314fac972a40a73b0d4dfb384e158a.jpg, https://img3.leboncoin.fr/ad-large/2a45fe9ec94725c5bd727eb922a3c2f4cfe52de5.jpg, https://img5.leboncoin.fr/ad-large/d43647e1914b13ce1cae50d6db6d08d106562a1a.jpg, https://img0.leboncoin.fr/ad-large/d6a9b8b3eecd4faae0f4eb2f1c3039288e5d17f3.jpg, https://img0.leboncoin.fr/ad-large/ca2aad9b1c5c6ae98f10ab727a37f20d203938b0.jpg, https://img2.leboncoin.fr/ad-large/db799ad1398ab02fdea3e3c2679a07b485b196cc.jpg, https://img5.leboncoin.fr/ad-large/539ff2cf6d698b1f5cea871468e7f27c6fd21efc.jpg, https://img7.leboncoin.fr/ad-large/8aa92f25abb2ecb221c8b68567f5056e8069a8dc.jpg, https://img1.leboncoin.fr/ad-large/86f2647aa1314fac972a40a73b0d4dfb384e158a.jpg, https://img3.leboncoin.fr/ad-large/2a45fe9ec94725c5bd727eb922a3c2f4cfe52de5.jpg, https://img5.leboncoin.fr/ad-large/d43647e1914b13ce1cae50d6db6d08d106562a1a.jpg, https://img0.leboncoin.fr/ad-large/d6a9b8b3eecd4faae0f4eb2f1c3039288e5d17f3.jpg, https://img0.leboncoin.fr/ad-large/ca2aad9b1c5c6ae98f10ab727a37f20d203938b0.jpg",52,2020-07-07T14:49:00,48.6937223,5,nancy,6.1834097,,,,54000,550,,10.5769230769231,0,3,550,"price: <i >550</i> €<br />indoor area: <i >52</i> m²<br />outdoor area: <i >52</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1811625964.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 52 m2,https://www.leboncoin.fr/locations/1811625964.htm/,,5,https://www.leboncoin.fr/
11,,,Maison,,,"loue prochainement: maisons dans village seniors, de 56 m2, se composant comme suit: - une entree de 4,98 m2 - une chambre de 18,78 m2 - une sdb de 5,14 m2 - un degagement de 4,80 m2 - un salon-sejour-cuisine de 27,08 m2 - une terrasse de 10 m2 donnant sur un jardin privatif ces logements sont reserves a des seniors a partir de 60 ans. ils repondront tous aux normes bbc et pmr. dans un cadre verdoyant et securise par un portail electrique. pour plus d’informations, contactez le: 0632192696",a,,2020-07-07T21:43:00,,a,veterinary,"https://img6.leboncoin.fr/ad-large/5ede558d7a53b9e638cf0069cfd55710d738eea6.jpg, https://img5.leboncoin.fr/ad-large/42c5365461a30aefb8e618f01a465cb83d2c7b5c.jpg, https://img2.leboncoin.fr/ad-large/7b414cdef0015765e7bf33532cfb3e27eabd41b4.jpg, https://img6.leboncoin.fr/ad-large/5ede558d7a53b9e638cf0069cfd55710d738eea6.jpg, https://img5.leboncoin.fr/ad-large/42c5365461a30aefb8e618f01a465cb83d2c7b5c.jpg, https://img2.leboncoin.fr/ad-large/7b414cdef0015765e7bf33532cfb3e27eabd41b4.jpg, https://img6.leboncoin.fr/ad-large/5ede558d7a53b9e638cf0069cfd55710d738eea6.jpg",56,2020-07-07T21:43:00,49.2332157,5,moutiers,5.9669258,,,,54660,650,,11.6071428571429,0,2,650,"price: <i >650</i> €<br />indoor area: <i >56</i> m²<br />outdoor area: <i >56</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >a</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1811483173.htm/"">leboncoin.fr</a> <br />",,loue maisons seniors,https://www.leboncoin.fr/locations/1811483173.htm/,,5,https://www.leboncoin.fr/profil/bfd6266b-6e0d-4ede-9c67-582b72365988/offres
11,,,Appartement,,,"jarville malgrange bel appartement 3 pieces 70 m2 en residence avec garage proximite nancy - jarville - ligne 2 du tram. dans residence recente et securisee moderne avec ascenseur , appartement 3 pieces en tres bon etat renove comprenant une entree avec grand placard de rangement, une vaste cuisine independante neuve toute equipee (hotte, four, plaques,mobilier) , un cellier spacieux, deux chambres avec parquet au calme donnant sur jardin, un salon lumineux avec parquet , une salle de bains entierement carrelee avec baignoire, wc separes, un dressing.. un garage prive ferme . . disponible le 25 juillet 2020 reference annonce : e1n6x5 honoraires a la charge du locataire : 637 € ttc dont 77 € pour l'etat des lieux depot de garantie : 567 € montant des charges : 70 € / mois",c,,2020-07-08T07:15:00,,d,veterinary,"https://img3.leboncoin.fr/ad-large/ff1215f731207d36357744997ea29296b39da88d.jpg, https://img7.leboncoin.fr/ad-large/52c2a6938b0771d2fd9dc67c6f855f98bc64dfb3.jpg, https://img3.leboncoin.fr/ad-large/2b4b3d171f92f81cc54e011ca153c7494cce487a.jpg, https://img1.leboncoin.fr/ad-large/7f3846cf5837f33d3ed7f21a5ec9149eae5315f1.jpg, https://img6.leboncoin.fr/ad-large/e2424e800db4bb511dd395040a583631ad1d9cac.jpg, https://img5.leboncoin.fr/ad-large/b227d527e15e3b297d4706202534baffa96ff6a4.jpg, https://img4.leboncoin.fr/ad-large/04cda1d913d8fc4b03c0369c8d0c5d706d8553e9.jpg, https://img3.leboncoin.fr/ad-large/ff1215f731207d36357744997ea29296b39da88d.jpg, https://img7.leboncoin.fr/ad-large/52c2a6938b0771d2fd9dc67c6f855f98bc64dfb3.jpg, https://img3.leboncoin.fr/ad-large/2b4b3d171f92f81cc54e011ca153c7494cce487a.jpg, https://img1.leboncoin.fr/ad-large/7f3846cf5837f33d3ed7f21a5ec9149eae5315f1.jpg, https://img6.leboncoin.fr/ad-large/e2424e800db4bb511dd395040a583631ad1d9cac.jpg, https://img5.leboncoin.fr/ad-large/b227d527e15e3b297d4706202534baffa96ff6a4.jpg, https://img4.leboncoin.fr/ad-large/04cda1d913d8fc4b03c0369c8d0c5d706d8553e9.jpg, https://img3.leboncoin.fr/ad-large/ff1215f731207d36357744997ea29296b39da88d.jpg",70,2020-07-08T07:15:00,48.6937223,5,nancy,6.1834097,,,,54000,637,,9.1,0,3,637,"price: <i >637</i> €<br />indoor area: <i >70</i> m²<br />outdoor area: <i >70</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1812119624.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 70 m2,https://www.leboncoin.fr/locations/1812119624.htm/,,5,https://www.leboncoin.fr/
11,,,Appartement,,,"f3 a louer secteur baccarat/deneuvre 80m2. cuisine-sejour salon avec placards salle de bain - w-c 2 chambres grenier, garage commun, cave, cour et jardin collectif avec petite terrasse chauffage individuel au gaz de ville 400 de loyer + 25 euros de charges par personne par mois tel: 06/87/25/27/61",e,,2020-07-08T09:02:00,,e,veterinary,"https://img5.leboncoin.fr/ad-large/e1645c91efade29179e68e1ee257e54ffedbc80b.jpg, https://img1.leboncoin.fr/ad-large/9867d2c4f6d7d6037fda33b9e954b7a193c820b8.jpg, https://img5.leboncoin.fr/ad-large/a7aaaebb98675d34f0883cccf249aafc212bb403.jpg, https://img5.leboncoin.fr/ad-large/e1645c91efade29179e68e1ee257e54ffedbc80b.jpg, https://img1.leboncoin.fr/ad-large/9867d2c4f6d7d6037fda33b9e954b7a193c820b8.jpg, https://img5.leboncoin.fr/ad-large/a7aaaebb98675d34f0883cccf249aafc212bb403.jpg, https://img5.leboncoin.fr/ad-large/e1645c91efade29179e68e1ee257e54ffedbc80b.jpg",80,2020-07-08T09:02:00,48.4443122,5,deneuvre,6.7356749,,,,54120,425,,5.3125,0,3,425,"price: <i >425</i> €<br />indoor area: <i >80</i> m²<br />outdoor area: <i >80</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >e</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1811661236.htm/"">leboncoin.fr</a> <br />",,f3 a louer secteur baccarat/deneuvre,https://www.leboncoin.fr/locations/1811661236.htm/,,5,https://www.leboncoin.fr/profil/878c991c-9a7d-415f-a2d1-a052681546f7/offres
57,,,Appartement,,,"bouxieres-aux-chenes - f2 agreable f2 de 41 m2 environ au 3eme etage, cuisine ouverte sur sejour et acces sur la terrasse avec vue degagee, une chambre. chauffage electrique, double vitrage. local annexe, emplacement de stationnement et jardin collectif. dpe : classe energie d. libre de suite charges : 30,00 eur (eau, electricite des communs, entretien des communs) contact : 03 83 33 55 00 - contact@synergie-habitat.org reference annonce : 239022 honoraires a la charge du locataire : 220 € ttc depot de garantie : 440 € montant des charges : 30 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",d,,2020-05-23T11:16:00,,b,veterinary,"https://img2.leboncoin.fr/ad-large/944903a814fdf9a460f684c08a850188bc1761ee.jpg, https://img5.leboncoin.fr/ad-large/e1e984450762118209d4d8965516edbe800948cb.jpg, https://img1.leboncoin.fr/ad-large/7244afa427cebb022dae808c7f2354b99a0185c8.jpg, https://img2.leboncoin.fr/ad-large/9e163b645caa9e613dc5e3f3ef2bc92883c7574a.jpg, https://img2.leboncoin.fr/ad-large/0670cafe9244e7f002e53716f3808dc2da31c2c7.jpg, https://img2.leboncoin.fr/ad-large/944903a814fdf9a460f684c08a850188bc1761ee.jpg, https://img5.leboncoin.fr/ad-large/e1e984450762118209d4d8965516edbe800948cb.jpg, https://img1.leboncoin.fr/ad-large/7244afa427cebb022dae808c7f2354b99a0185c8.jpg, https://img2.leboncoin.fr/ad-large/9e163b645caa9e613dc5e3f3ef2bc92883c7574a.jpg, https://img2.leboncoin.fr/ad-large/0670cafe9244e7f002e53716f3808dc2da31c2c7.jpg, https://img2.leboncoin.fr/ad-large/944903a814fdf9a460f684c08a850188bc1761ee.jpg",41,2020-05-23T11:16:00,48.7717193,5,bouxieres-aux-chenes,6.2632187,,,,54770,470,,11.4634146341463,0,2,470,"price: <i >470</i> €<br />indoor area: <i >41</i> m²<br />outdoor area: <i >41</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1785842965.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 41 m2,https://www.leboncoin.fr/locations/1785842965.htm/,,5,https://www.leboncoin.fr/
56,,,Appartement,,,"bel appartement 2 pieces en parfait etat ,a proximite du parc ste marie et de artem,coin cuisine equipee ,chambre et sejour spacieux ,parquet de chene ,cheminee decorative ,acces jardin possible . loyer : 475 + 40 euros tel 07 71 03 80 27",c,,2020-05-23T17:25:00,,d,veterinary,"https://img1.leboncoin.fr/ad-large/84ab64c54d043a0174509b69936c1e1dbe3adba5.jpg, https://img6.leboncoin.fr/ad-large/dd62da204bae470e34736ca47195933398ec7097.jpg, https://img1.leboncoin.fr/ad-large/84ab64c54d043a0174509b69936c1e1dbe3adba5.jpg, https://img6.leboncoin.fr/ad-large/dd62da204bae470e34736ca47195933398ec7097.jpg, https://img1.leboncoin.fr/ad-large/84ab64c54d043a0174509b69936c1e1dbe3adba5.jpg",42,2020-05-23T17:25:00,48.6937223,5,nancy,6.1834097,,,,54000,515,,12.2619047619048,0,2,515,"price: <i >515</i> €<br />indoor area: <i >42</i> m²<br />outdoor area: <i >42</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1786068720.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces artem /parc sainte marie,https://www.leboncoin.fr/locations/1786068720.htm/,,5,https://www.leboncoin.fr/profil/25ada0fd-4095-43fc-93d7-a51a4f422aaf/offres
55,,,Appartement,,,"tres bel appartement 2 pieces en parfait etat situe a proximite du parc ste marie et de artem. coin cuisine equipee ,chambre et sejour spacieux,parquet de chene,acces possible jardin. loyer 475 + 40 tel 0771038027",c,,2020-05-25T07:17:00,,d,veterinary,"https://img7.leboncoin.fr/ad-large/16af46f3c07526d21a365559b2c091a08daa610b.jpg, https://img6.leboncoin.fr/ad-large/95048bebb30197450c8d11349eaad50274d0c82b.jpg, https://img2.leboncoin.fr/ad-large/8a2352106b942c1360cb0d415c434b42e8640fc9.jpg, https://img7.leboncoin.fr/ad-large/16af46f3c07526d21a365559b2c091a08daa610b.jpg, https://img6.leboncoin.fr/ad-large/95048bebb30197450c8d11349eaad50274d0c82b.jpg, https://img2.leboncoin.fr/ad-large/8a2352106b942c1360cb0d415c434b42e8640fc9.jpg, https://img7.leboncoin.fr/ad-large/16af46f3c07526d21a365559b2c091a08daa610b.jpg",42,2020-05-25T07:17:00,48.6937223,5,nancy,6.1834097,,,,54000,515,,12.2619047619048,0,2,515,"price: <i >515</i> €<br />indoor area: <i >42</i> m²<br />outdoor area: <i >42</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >c</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1786933719.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces parc ste marie /artem,https://www.leboncoin.fr/locations/1786933719.htm/,,5,https://www.leboncoin.fr/profil/25ada0fd-4095-43fc-93d7-a51a4f422aaf/offres
